DESCRIÇÃO,UNIDADE,UF,Preço.Entregue,Preço.Final,REF,PEI,Região
Servente com periculosidade,h,SP,7.7578,7.7578,202301,MDO,Sudeste
Apontador,mês,PI,1790.8,1790.8,202301,MDO,Nordestes
Encarregado especializado,mês,BA,3837.0434,3837.0434,202301,MDO,Nordestes
Encarregado de obras de artes especiais,mês,BA,3837.0434,3837.0434,202301,MDO,Nordestes
Encarregado de terraplenagem,mês,BA,3837.0434,3837.0434,202301,MDO,Nordestes
Encarregado de pavimentação,mês,BA,3837.0434,3837.0434,202301,MDO,Nordestes
Encarregado de superestrutura ferroviária,mês,BA,3837.0434,3837.0434,202301,MDO,Nordestes
Encarregado de conservação rodoviária,mês,BA,3837.0434,3837.0434,202301,MDO,Nordestes
Encarregado geral,mês,DF,5454.5509,5454.5509,202301,MDO,Centro-Oeste
Servente - mensalista,mês,SP,1708.5065,1708.5065,202301,MDO,Sudeste
Soldador,h,AL,12.3637,12.3637,202301,MDO,Nordestes
Soldador,h,BA,12.3637,12.3637,202301,MDO,Nordestes
Soldador,h,CE,12.3637,12.3637,202301,MDO,Nordestes
Soldador,h,MA,12.3637,12.3637,202301,MDO,Nordestes
Soldador,h,PB,12.3637,12.3637,202301,MDO,Nordestes
Soldador,h,PE,12.3637,12.3637,202301,MDO,Nordestes
Soldador,h,PI,12.3637,12.3637,202301,MDO,Nordestes
Soldador,h,RN,12.3637,12.3637,202301,MDO,Nordestes
Soldador,h,SE,12.3637,12.3637,202301,MDO,Nordestes
Encarregado especializado,mês,TO,4704.9592,4704.9592,202301,MDO,Norte
Encarregado de obras de artes especiais,mês,TO,4704.9592,4704.9592,202301,MDO,Norte
Encarregado de terraplenagem,mês,TO,4704.9592,4704.9592,202301,MDO,Norte
Encarregado de pavimentação,mês,TO,4704.9592,4704.9592,202301,MDO,Norte
Encarregado de superestrutura ferroviária,mês,TO,4704.9592,4704.9592,202301,MDO,Norte
Encarregado de conservação rodoviária,mês,TO,4704.9592,4704.9592,202301,MDO,Norte
Encarregado especializado,mês,PB,3329.8928,3329.8928,202301,MDO,Nordestes
Encarregado de obras de artes especiais,mês,PB,3329.8928,3329.8928,202301,MDO,Nordestes
Encarregado de terraplenagem,mês,PB,3329.8928,3329.8928,202301,MDO,Nordestes
Encarregado de pavimentação,mês,PB,3329.8928,3329.8928,202301,MDO,Nordestes
Encarregado de superestrutura ferroviária,mês,PB,3329.8928,3329.8928,202301,MDO,Nordestes
Encarregado de conservação rodoviária,mês,PB,3329.8928,3329.8928,202301,MDO,Nordestes
Operador de equipamento leve,h,SE,7.1306,7.1306,202301,MDO,Nordestes
Operador de equipamento leve com periculosidade,h,SE,7.1306,7.1306,202301,MDO,Nordestes
Operador de equipamento leve com insalubridade,h,SE,7.1306,7.1306,202301,MDO,Nordestes
Motorista de veículo especial,h,PI,10.5788,10.5788,202301,MDO,Nordestes
Motorista de veículo especial com periculosidade,h,PI,10.5788,10.5788,202301,MDO,Nordestes
Carpinteiro,h,GO,8.8517,8.8517,202301,MDO,Centro-Oeste
Encarregado especializado,mês,RJ,4204.5097,4204.5097,202301,MDO,Sudeste
Encarregado de obras de artes especiais,mês,RJ,4204.5097,4204.5097,202301,MDO,Sudeste
Encarregado de terraplenagem,mês,RJ,4204.5097,4204.5097,202301,MDO,Sudeste
Encarregado de pavimentação,mês,RJ,4204.5097,4204.5097,202301,MDO,Sudeste
Encarregado de superestrutura ferroviária,mês,RJ,4204.5097,4204.5097,202301,MDO,Sudeste
Encarregado de conservação rodoviária,mês,RJ,4204.5097,4204.5097,202301,MDO,Sudeste
Recepcionista,mês,AL,1632.5723,1632.5723,202301,MDO,Nordestes
Recepcionista,mês,BA,1632.5723,1632.5723,202301,MDO,Nordestes
Recepcionista,mês,CE,1632.5723,1632.5723,202301,MDO,Nordestes
Recepcionista,mês,MA,1632.5723,1632.5723,202301,MDO,Nordestes
Recepcionista,mês,PB,1632.5723,1632.5723,202301,MDO,Nordestes
Recepcionista,mês,PE,1632.5723,1632.5723,202301,MDO,Nordestes
Recepcionista,mês,PI,1632.5723,1632.5723,202301,MDO,Nordestes
Recepcionista,mês,RN,1632.5723,1632.5723,202301,MDO,Nordestes
Recepcionista,mês,SE,1632.5723,1632.5723,202301,MDO,Nordestes
Almoxarife,mês,AC,1911.8,1911.8,202301,MDO,Norte
Almoxarife,mês,AM,1911.8,1911.8,202301,MDO,Norte
Almoxarife,mês,AP,1911.8,1911.8,202301,MDO,Norte
Almoxarife,mês,DF,1997.6,1997.6,202301,MDO,Centro-Oeste
Almoxarife,mês,ES,2756.6,2756.6,202301,MDO,Sudeste
Almoxarife,mês,GO,1997.6,1997.6,202301,MDO,Centro-Oeste
Almoxarife,mês,MG,2756.6,2756.6,202301,MDO,Sudeste
Almoxarife,mês,MS,1997.6,1997.6,202301,MDO,Centro-Oeste
Almoxarife,mês,MT,1997.6,1997.6,202301,MDO,Centro-Oeste
Almoxarife,mês,PA,1911.8,1911.8,202301,MDO,Norte
Almoxarife,mês,RJ,2756.6,2756.6,202301,MDO,Sudeste
Almoxarife,mês,RO,1911.8,1911.8,202301,MDO,Norte
Almoxarife,mês,RR,1911.8,1911.8,202301,MDO,Norte
Almoxarife,mês,SP,2756.6,2756.6,202301,MDO,Sudeste
Almoxarife,mês,TO,1911.8,1911.8,202301,MDO,Norte
Apontador,mês,AP,1911.8,1911.8,202301,MDO,Norte
Apontador,mês,BA,2255.0,2255.0,202301,MDO,Nordestes
Apontador,mês,CE,2068.0,2068.0,202301,MDO,Nordestes
Apontador,mês,GO,1947.0,1947.0,202301,MDO,Centro-Oeste
Apontador,mês,MA,2043.8,2043.8,202301,MDO,Nordestes
Apontador,mês,MS,1997.6,1997.6,202301,MDO,Centro-Oeste
Apontador,mês,PA,1911.8,1911.8,202301,MDO,Norte
Apontador,mês,RJ,2547.6,2547.6,202301,MDO,Sudeste
Apontador,mês,RO,1892.55,1892.55,202301,MDO,Norte
Apontador,mês,TO,1685.2,1685.2,202301,MDO,Norte
Armador,h,AL,10.25,10.25,202301,MDO,Nordestes
Armador,h,BA,10.25,10.25,202301,MDO,Nordestes
Armador,h,CE,10.25,10.25,202301,MDO,Nordestes
Armador,h,DF,10.4545,10.4545,202301,MDO,Centro-Oeste
Armador,h,ES,11.58,11.58,202301,MDO,Sudeste
Armador,h,GO,10.4545,10.4545,202301,MDO,Centro-Oeste
Armador,h,MA,10.25,10.25,202301,MDO,Nordestes
Armador,h,MG,11.58,11.58,202301,MDO,Sudeste
Armador,h,MS,10.4545,10.4545,202301,MDO,Centro-Oeste
Armador,h,MT,10.4545,10.4545,202301,MDO,Centro-Oeste
Armador,h,PB,10.25,10.25,202301,MDO,Nordestes
Armador,h,PE,10.25,10.25,202301,MDO,Nordestes
Armador,h,PI,10.25,10.25,202301,MDO,Nordestes
Armador,h,PR,11.44,11.44,202301,MDO,Sul
Armador,h,RJ,11.58,11.58,202301,MDO,Sudeste
Armador,h,RN,10.25,10.25,202301,MDO,Nordestes
Armador,h,RS,11.44,11.44,202301,MDO,Sul
Armador,h,SC,11.44,11.44,202301,MDO,Sul
Armador,h,SE,10.25,10.25,202301,MDO,Nordestes
Armador,h,SP,11.58,11.58,202301,MDO,Sudeste
Auxiliar administrativo,mês,AL,1669.8,1669.8,202301,MDO,Nordestes
Auxiliar administrativo,mês,AP,1911.8,1911.8,202301,MDO,Norte
Auxiliar administrativo,mês,BA,2255.0,2255.0,202301,MDO,Nordestes
Auxiliar administrativo,mês,MA,2043.8,2043.8,202301,MDO,Nordestes
Auxiliar administrativo,mês,PI,1790.8,1790.8,202301,MDO,Nordestes
Auxiliar administrativo,mês,PR,2072.4,2072.4,202301,MDO,Sul
Auxiliar administrativo,mês,RJ,2547.6,2547.6,202301,MDO,Sudeste
Auxiliar administrativo,mês,RO,1680.54,1680.54,202301,MDO,Norte
Auxiliar administrativo,mês,SE,1568.16,1568.16,202301,MDO,Nordestes
Auxiliar administrativo,mês,TO,1685.2,1685.2,202301,MDO,Norte
Bombeiro hidráulico,h,ES,11.58,11.58,202301,MDO,Sudeste
Bombeiro hidráulico,h,MG,11.58,11.58,202301,MDO,Sudeste
Bombeiro hidráulico,h,RJ,11.58,11.58,202301,MDO,Sudeste
Bombeiro hidráulico,h,SP,11.58,11.58,202301,MDO,Sudeste
Carpinteiro,h,AL,7.59,7.59,202301,MDO,Nordestes
Carpinteiro,h,AP,8.69,8.69,202301,MDO,Norte
Carpinteiro,h,BA,10.25,10.25,202301,MDO,Nordestes
Carpinteiro,h,CE,9.4,9.4,202301,MDO,Nordestes
Carpinteiro,h,DF,10.24,10.24,202301,MDO,Centro-Oeste
Carpinteiro,h,MA,9.29,9.29,202301,MDO,Nordestes
Carpinteiro,h,MT,10.4545,10.4545,202301,MDO,Centro-Oeste
Carpinteiro,h,PA,8.69,8.69,202301,MDO,Norte
Carpinteiro,h,PB,8.0853,8.0853,202301,MDO,Nordestes
Carpinteiro,h,PI,8.14,8.14,202301,MDO,Nordestes
Carpinteiro,h,PR,11.44,11.44,202301,MDO,Sul
Carpinteiro,h,RJ,11.58,11.58,202301,MDO,Sudeste
Carpinteiro,h,RN,7.8269,7.8269,202301,MDO,Nordestes
Carpinteiro,h,RO,8.602,8.602,202301,MDO,Norte
Carpinteiro,h,SE,8.3112,8.3112,202301,MDO,Nordestes
Eletricista,h,RJ,11.58,11.58,202301,MDO,Sudeste
Jardineiro,h,AC,7.75,7.75,202301,MDO,Norte
Jardineiro,h,AL,7.75,7.75,202301,MDO,Nordestes
Jardineiro,h,AM,7.75,7.75,202301,MDO,Norte
Jardineiro,h,AP,7.75,7.75,202301,MDO,Norte
Jardineiro,h,BA,7.75,7.75,202301,MDO,Nordestes
Jardineiro,h,CE,7.75,7.75,202301,MDO,Nordestes
Jardineiro,h,DF,7.75,7.75,202301,MDO,Centro-Oeste
Jardineiro,h,ES,7.75,7.75,202301,MDO,Sudeste
Jardineiro,h,GO,7.75,7.75,202301,MDO,Centro-Oeste
Jardineiro,h,MA,7.75,7.75,202301,MDO,Nordestes
Jardineiro,h,MG,7.75,7.75,202301,MDO,Sudeste
Jardineiro,h,MS,7.75,7.75,202301,MDO,Centro-Oeste
Jardineiro,h,MT,7.75,7.75,202301,MDO,Centro-Oeste
Jardineiro,h,PA,7.75,7.75,202301,MDO,Norte
Jardineiro,h,PB,7.75,7.75,202301,MDO,Nordestes
Jardineiro,h,PE,7.75,7.75,202301,MDO,Nordestes
Jardineiro,h,PI,7.75,7.75,202301,MDO,Nordestes
Jardineiro,h,PR,7.75,7.75,202301,MDO,Sul
Jardineiro,h,RJ,7.75,7.75,202301,MDO,Sudeste
Jardineiro,h,RN,7.75,7.75,202301,MDO,Nordestes
Jardineiro,h,RO,7.75,7.75,202301,MDO,Norte
Jardineiro,h,RR,7.75,7.75,202301,MDO,Norte
Jardineiro,h,RS,7.75,7.75,202301,MDO,Sul
Jardineiro,h,SC,7.75,7.75,202301,MDO,Sul
Jardineiro,h,SE,7.75,7.75,202301,MDO,Nordestes
Jardineiro,h,SP,7.75,7.75,202301,MDO,Sudeste
Jardineiro,h,TO,7.75,7.75,202301,MDO,Norte
Pedreiro,h,AL,7.59,7.59,202301,MDO,Nordestes
Pedreiro,h,AP,8.69,8.69,202301,MDO,Norte
Pedreiro,h,BA,10.25,10.25,202301,MDO,Nordestes
Pedreiro,h,CE,9.4,9.4,202301,MDO,Nordestes
Pedreiro,h,DF,10.24,10.24,202301,MDO,Centro-Oeste
Pedreiro,h,MA,9.29,9.29,202301,MDO,Nordestes
Pedreiro,h,MT,10.4545,10.4545,202301,MDO,Centro-Oeste
Pedreiro,h,PA,8.69,8.69,202301,MDO,Norte
Pedreiro,h,PB,8.0853,8.0853,202301,MDO,Nordestes
Pedreiro,h,PI,8.14,8.14,202301,MDO,Nordestes
Pedreiro,h,PR,11.44,11.44,202301,MDO,Sul
Pedreiro,h,RJ,11.58,11.58,202301,MDO,Sudeste
Pedreiro,h,RN,7.8269,7.8269,202301,MDO,Nordestes
Pedreiro,h,RO,8.602,8.602,202301,MDO,Norte
Pedreiro,h,SE,8.3112,8.3112,202301,MDO,Nordestes
Pintor,h,AL,10.25,10.25,202301,MDO,Nordestes
Pintor,h,BA,10.25,10.25,202301,MDO,Nordestes
Pintor,h,CE,10.25,10.25,202301,MDO,Nordestes
Pintor,h,DF,10.4545,10.4545,202301,MDO,Centro-Oeste
Pintor,h,ES,11.58,11.58,202301,MDO,Sudeste
Pintor,h,GO,10.4545,10.4545,202301,MDO,Centro-Oeste
Pintor,h,MA,10.25,10.25,202301,MDO,Nordestes
Pintor,h,MG,11.58,11.58,202301,MDO,Sudeste
Pintor,h,MS,10.4545,10.4545,202301,MDO,Centro-Oeste
Pintor,h,MT,10.4545,10.4545,202301,MDO,Centro-Oeste
Pintor,h,PB,10.25,10.25,202301,MDO,Nordestes
Pintor,h,PE,10.25,10.25,202301,MDO,Nordestes
Pintor,h,PI,10.25,10.25,202301,MDO,Nordestes
Pintor,h,RJ,11.58,11.58,202301,MDO,Sudeste
Pintor,h,RN,10.25,10.25,202301,MDO,Nordestes
Pintor,h,SE,10.25,10.25,202301,MDO,Nordestes
Pintor,h,SP,11.58,11.58,202301,MDO,Sudeste
Serralheiro,h,AL,9.3101,9.3101,202301,MDO,Nordestes
Serralheiro,h,BA,9.3101,9.3101,202301,MDO,Nordestes
Serralheiro,h,CE,9.3101,9.3101,202301,MDO,Nordestes
Serralheiro,h,DF,10.4545,10.4545,202301,MDO,Centro-Oeste
Serralheiro,h,ES,11.58,11.58,202301,MDO,Sudeste
Serralheiro,h,GO,10.4545,10.4545,202301,MDO,Centro-Oeste
Serralheiro,h,MA,9.3101,9.3101,202301,MDO,Nordestes
Serralheiro,h,MG,11.58,11.58,202301,MDO,Sudeste
Serralheiro,h,MS,10.4545,10.4545,202301,MDO,Centro-Oeste
Serralheiro,h,MT,10.4545,10.4545,202301,MDO,Centro-Oeste
Serralheiro,h,PB,9.3101,9.3101,202301,MDO,Nordestes
Serralheiro,h,PE,9.3101,9.3101,202301,MDO,Nordestes
Serralheiro,h,PI,9.3101,9.3101,202301,MDO,Nordestes
Serralheiro,h,RJ,11.58,11.58,202301,MDO,Sudeste
Serralheiro,h,RN,9.3101,9.3101,202301,MDO,Nordestes
Serralheiro,h,SE,9.3101,9.3101,202301,MDO,Nordestes
Serralheiro,h,SP,11.58,11.58,202301,MDO,Sudeste
Servente,h,BA,6.26,6.26,202301,MDO,Nordestes
Servente,h,CE,6.24,6.24,202301,MDO,Nordestes
Servente,h,DF,6.63,6.63,202301,MDO,Centro-Oeste
Servente,h,GO,6.14,6.14,202301,MDO,Centro-Oeste
Servente,h,MA,5.98,5.98,202301,MDO,Nordestes
Servente,h,MS,6.25,6.25,202301,MDO,Centro-Oeste
Servente,h,MT,7.0455,7.0455,202301,MDO,Centro-Oeste
Servente,h,PB,6.0034,6.0034,202301,MDO,Nordestes
Servente,h,PR,8.36,8.36,202301,MDO,Sul
Servente,h,RJ,8.56,8.56,202301,MDO,Sudeste
Servente,h,RN,6.142,6.142,202301,MDO,Nordestes
Servente,h,RO,6.735,6.735,202301,MDO,Norte
Servente,h,RR,6.49,6.49,202301,MDO,Norte
Servente,h,RS,6.932,6.932,202301,MDO,Sul
Soldador,h,DF,13.32,13.32,202301,MDO,Centro-Oeste
Soldador,h,ES,15.48,15.48,202301,MDO,Sudeste
Soldador,h,GO,13.32,13.32,202301,MDO,Centro-Oeste
Soldador,h,MG,15.48,15.48,202301,MDO,Sudeste
Soldador,h,MS,13.32,13.32,202301,MDO,Centro-Oeste
Soldador,h,MT,13.32,13.32,202301,MDO,Centro-Oeste
Soldador,h,RJ,15.48,15.48,202301,MDO,Sudeste
Soldador,h,SP,15.48,15.48,202301,MDO,Sudeste
Vigia,mês,AP,1408.0,1408.0,202301,MDO,Norte
Vigia,mês,CE,1489.4,1489.4,202301,MDO,Nordestes
Vigia,mês,DF,1458.6,1458.6,202301,MDO,Centro-Oeste
Vigia,mês,GO,1350.8,1350.8,202301,MDO,Centro-Oeste
Vigia,mês,MS,1656.6,1656.6,202301,MDO,Centro-Oeste
Vigia,mês,PA,1408.0,1408.0,202301,MDO,Norte
Vigia,mês,PB,1373.52,1373.52,202301,MDO,Nordestes
Vigia,mês,PI,1412.4,1412.4,202301,MDO,Nordestes
Vigia,mês,PR,1839.2,1839.2,202301,MDO,Sul
Vigia,mês,RJ,1980.0,1980.0,202301,MDO,Sudeste
Vigia,mês,RN,1487.98,1487.98,202301,MDO,Nordestes
Vigia,mês,RO,1481.85,1481.85,202301,MDO,Norte
Vigia,mês,RR,1427.8,1427.8,202301,MDO,Norte
Vigia,mês,RS,1525.05,1525.05,202301,MDO,Sul
Vigia,mês,SE,1325.15,1325.15,202301,MDO,Nordestes
Vigia,mês,TO,1685.2,1685.2,202301,MDO,Norte
Montador,h,AC,9.15,9.15,202301,MDO,Norte
Montador,h,AL,10.25,10.25,202301,MDO,Nordestes
Montador,h,AM,9.15,9.15,202301,MDO,Norte
Montador,h,AP,9.15,9.15,202301,MDO,Norte
Montador,h,BA,10.25,10.25,202301,MDO,Nordestes
Montador,h,CE,10.25,10.25,202301,MDO,Nordestes
Montador,h,ES,12.53,12.53,202301,MDO,Sudeste
Montador,h,MA,10.25,10.25,202301,MDO,Nordestes
Montador,h,MG,12.53,12.53,202301,MDO,Sudeste
Montador,h,PA,9.15,9.15,202301,MDO,Norte
Montador,h,PB,10.25,10.25,202301,MDO,Nordestes
Montador,h,PE,10.25,10.25,202301,MDO,Nordestes
Montador,h,PI,10.25,10.25,202301,MDO,Nordestes
Montador,h,RJ,12.53,12.53,202301,MDO,Sudeste
Montador,h,RN,10.25,10.25,202301,MDO,Nordestes
Montador,h,RO,9.15,9.15,202301,MDO,Norte
Montador,h,RR,9.15,9.15,202301,MDO,Norte
Montador,h,SE,10.25,10.25,202301,MDO,Nordestes
Montador,h,SP,12.53,12.53,202301,MDO,Sudeste
Montador,h,TO,9.15,9.15,202301,MDO,Norte
Auxiliar de laboratório,mês,AC,1685.2,1685.2,202301,MDO,Norte
Auxiliar de laboratório,mês,AL,2255.0,2255.0,202301,MDO,Nordestes
Auxiliar de laboratório,mês,AM,1685.2,1685.2,202301,MDO,Norte
Auxiliar de laboratório,mês,AP,1685.2,1685.2,202301,MDO,Norte
Auxiliar de laboratório,mês,BA,2255.0,2255.0,202301,MDO,Nordestes
Auxiliar de laboratório,mês,CE,2255.0,2255.0,202301,MDO,Nordestes
Auxiliar de laboratório,mês,DF,1656.6,1656.6,202301,MDO,Centro-Oeste
Auxiliar de laboratório,mês,ES,2303.4,2303.4,202301,MDO,Sudeste
Auxiliar de laboratório,mês,GO,1656.6,1656.6,202301,MDO,Centro-Oeste
Auxiliar de laboratório,mês,MA,2255.0,2255.0,202301,MDO,Nordestes
Auxiliar de laboratório,mês,MG,2303.4,2303.4,202301,MDO,Sudeste
Auxiliar de laboratório,mês,MS,1656.6,1656.6,202301,MDO,Centro-Oeste
Auxiliar de laboratório,mês,MT,1656.6,1656.6,202301,MDO,Centro-Oeste
Auxiliar de laboratório,mês,PA,1685.2,1685.2,202301,MDO,Norte
Auxiliar de laboratório,mês,PB,2255.0,2255.0,202301,MDO,Nordestes
Auxiliar de laboratório,mês,PE,2255.0,2255.0,202301,MDO,Nordestes
Auxiliar de laboratório,mês,PI,2255.0,2255.0,202301,MDO,Nordestes
Auxiliar de laboratório,mês,PR,2072.4,2072.4,202301,MDO,Sul
Auxiliar de laboratório,mês,RJ,2547.6,2547.6,202301,MDO,Sudeste
Auxiliar de laboratório,mês,RN,2255.0,2255.0,202301,MDO,Nordestes
Auxiliar de laboratório,mês,RO,1685.2,1685.2,202301,MDO,Norte
Auxiliar de laboratório,mês,RR,1685.2,1685.2,202301,MDO,Norte
Auxiliar de laboratório,mês,RS,2072.4,2072.4,202301,MDO,Sul
Auxiliar de laboratório,mês,SC,2072.4,2072.4,202301,MDO,Sul
Auxiliar de laboratório,mês,SE,2255.0,2255.0,202301,MDO,Nordestes
Auxiliar de laboratório,mês,SP,2303.4,2303.4,202301,MDO,Sudeste
Auxiliar de laboratório,mês,TO,1685.2,1685.2,202301,MDO,Norte
Faxineiro,mês,AL,1377.2,1377.2,202301,MDO,Nordestes
Faxineiro,mês,BA,1377.2,1377.2,202301,MDO,Nordestes
Faxineiro,mês,CE,1377.2,1377.2,202301,MDO,Nordestes
Faxineiro,mês,DF,1375.0,1375.0,202301,MDO,Centro-Oeste
Faxineiro,mês,ES,1707.69,1707.69,202301,MDO,Sudeste
Faxineiro,mês,GO,1375.0,1375.0,202301,MDO,Centro-Oeste
Faxineiro,mês,MA,1377.2,1377.2,202301,MDO,Nordestes
Faxineiro,mês,MG,1707.69,1707.69,202301,MDO,Sudeste
Faxineiro,mês,MS,1375.0,1375.0,202301,MDO,Centro-Oeste
Faxineiro,mês,MT,1375.0,1375.0,202301,MDO,Centro-Oeste
Faxineiro,mês,PB,1377.2,1377.2,202301,MDO,Nordestes
Faxineiro,mês,PE,1377.2,1377.2,202301,MDO,Nordestes
Faxineiro,mês,PI,1377.2,1377.2,202301,MDO,Nordestes
Faxineiro,mês,RJ,1707.69,1707.69,202301,MDO,Sudeste
Faxineiro,mês,RN,1377.2,1377.2,202301,MDO,Nordestes
Faxineiro,mês,SE,1377.2,1377.2,202301,MDO,Nordestes
Faxineiro,mês,SP,1707.69,1707.69,202301,MDO,Sudeste
Operador de equipamento leve,h,AP,8.69,8.69,202301,MDO,Norte
Operador de equipamento leve,h,BA,10.25,10.25,202301,MDO,Nordestes
Operador de equipamento leve,h,CE,9.4,9.4,202301,MDO,Nordestes
Operador de equipamento leve,h,GO,8.85,8.85,202301,MDO,Centro-Oeste
Operador de equipamento leve,h,MA,9.29,9.29,202301,MDO,Nordestes
Operador de equipamento leve,h,MS,7.97,7.97,202301,MDO,Centro-Oeste
Operador de equipamento leve,h,PI,8.14,8.14,202301,MDO,Nordestes
Operador de equipamento leve,h,PR,9.42,9.42,202301,MDO,Sul
Operador de equipamento leve,h,RJ,12.53,12.53,202301,MDO,Sudeste
Operador de equipamento leve,h,RO,8.602,8.602,202301,MDO,Norte
Operador de equipamento leve,h,RR,8.53,8.53,202301,MDO,Norte
Operador de equipamento pesado,h,BA,14.06,14.06,202301,MDO,Nordestes
Operador de equipamento pesado,h,CE,12.23,12.23,202301,MDO,Nordestes
Operador de equipamento pesado,h,GO,14.75,14.75,202301,MDO,Centro-Oeste
Operador de equipamento pesado,h,RJ,12.53,12.53,202301,MDO,Sudeste
Condutor maquinista fluvial,mês,AC,2002.36,2002.36,202301,MDO,Norte
Condutor maquinista fluvial,mês,AL,2002.36,2002.36,202301,MDO,Nordestes
Condutor maquinista fluvial,mês,AM,2002.36,2002.36,202301,MDO,Norte
Condutor maquinista fluvial,mês,AP,2002.36,2002.36,202301,MDO,Norte
Condutor maquinista fluvial,mês,BA,2002.36,2002.36,202301,MDO,Nordestes
Condutor maquinista fluvial,mês,CE,2002.36,2002.36,202301,MDO,Nordestes
Condutor maquinista fluvial,mês,DF,2002.36,2002.36,202301,MDO,Centro-Oeste
Condutor maquinista fluvial,mês,ES,2002.36,2002.36,202301,MDO,Sudeste
Condutor maquinista fluvial,mês,GO,2002.36,2002.36,202301,MDO,Centro-Oeste
Condutor maquinista fluvial,mês,MA,2002.36,2002.36,202301,MDO,Nordestes
Condutor maquinista fluvial,mês,MG,2002.36,2002.36,202301,MDO,Sudeste
Condutor maquinista fluvial,mês,MS,2002.36,2002.36,202301,MDO,Centro-Oeste
Condutor maquinista fluvial,mês,MT,2002.36,2002.36,202301,MDO,Centro-Oeste
Condutor maquinista fluvial,mês,PA,2002.36,2002.36,202301,MDO,Norte
Condutor maquinista fluvial,mês,PB,2002.36,2002.36,202301,MDO,Nordestes
Condutor maquinista fluvial,mês,PE,2002.36,2002.36,202301,MDO,Nordestes
Condutor maquinista fluvial,mês,PI,2002.36,2002.36,202301,MDO,Nordestes
Condutor maquinista fluvial,mês,PR,2002.36,2002.36,202301,MDO,Sul
Condutor maquinista fluvial,mês,RJ,2002.36,2002.36,202301,MDO,Sudeste
Condutor maquinista fluvial,mês,RN,2002.36,2002.36,202301,MDO,Nordestes
Condutor maquinista fluvial,mês,RO,2002.36,2002.36,202301,MDO,Norte
Condutor maquinista fluvial,mês,RR,2002.36,2002.36,202301,MDO,Norte
Condutor maquinista fluvial,mês,RS,2002.36,2002.36,202301,MDO,Sul
Condutor maquinista fluvial,mês,SC,2002.36,2002.36,202301,MDO,Sul
Condutor maquinista fluvial,mês,SE,2002.36,2002.36,202301,MDO,Nordestes
Condutor maquinista fluvial,mês,SP,2002.36,2002.36,202301,MDO,Sudeste
Condutor maquinista fluvial,mês,TO,2002.36,2002.36,202301,MDO,Norte
Copeiro,mês,ES,1707.69,1707.69,202301,MDO,Sudeste
Copeiro,mês,MG,1707.69,1707.69,202301,MDO,Sudeste
Copeiro,mês,PR,1839.2,1839.2,202301,MDO,Sul
Copeiro,mês,RJ,1707.69,1707.69,202301,MDO,Sudeste
Copeiro,mês,RS,1839.2,1839.2,202301,MDO,Sul
Copeiro,mês,SC,1839.2,1839.2,202301,MDO,Sul
Copeiro,mês,SP,1707.69,1707.69,202301,MDO,Sudeste
Recepcionista,mês,ES,1707.69,1707.69,202301,MDO,Sudeste
Recepcionista,mês,MG,1707.69,1707.69,202301,MDO,Sudeste
Recepcionista,mês,RJ,1707.69,1707.69,202301,MDO,Sudeste
Recepcionista,mês,SP,1707.69,1707.69,202301,MDO,Sudeste
Laboratorista,mês,PR,2750.0,2750.0,202301,MDO,Sul
Laboratorista,mês,RS,2750.0,2750.0,202301,MDO,Sul
Laboratorista,mês,SC,2750.0,2750.0,202301,MDO,Sul
Trabalhador de via,h,BA,6.26,6.26,202301,MDO,Nordestes
Trabalhador de via,h,CE,6.24,6.24,202301,MDO,Nordestes
Trabalhador de via,h,GO,6.14,6.14,202301,MDO,Centro-Oeste
Trabalhador de via,h,RO,6.735,6.735,202301,MDO,Norte
Motorista de caminhão,h,BA,11.36,11.36,202301,MDO,Nordestes
Motorista de caminhão,h,CE,12.23,12.23,202301,MDO,Nordestes
Motorista de caminhão,h,MA,10.26,10.26,202301,MDO,Nordestes
Motorista de caminhão,h,MS,9.08,9.08,202301,MDO,Centro-Oeste
Motorista de caminhão,h,PR,11.44,11.44,202301,MDO,Sul
Motorista de caminhão,h,RN,10.7674,10.7674,202301,MDO,Nordestes
Motorista de caminhão,h,RO,9.616,9.616,202301,MDO,Norte
Motorista de caminhão,h,RR,9.49,9.49,202301,MDO,Norte
Motorista de caminhão,h,SE,8.3112,8.3112,202301,MDO,Nordestes
Motorista de veículo leve,h,AC,8.69,8.69,202301,MDO,Norte
Motorista de veículo leve,h,AL,10.25,10.25,202301,MDO,Nordestes
Motorista de veículo leve,h,AM,8.69,8.69,202301,MDO,Norte
Motorista de veículo leve,h,AP,8.69,8.69,202301,MDO,Norte
Motorista de veículo leve,h,BA,10.25,10.25,202301,MDO,Nordestes
Motorista de veículo leve,h,CE,10.25,10.25,202301,MDO,Nordestes
Motorista de veículo leve,h,MA,10.25,10.25,202301,MDO,Nordestes
Motorista de veículo leve,h,PA,8.69,8.69,202301,MDO,Norte
Motorista de veículo leve,h,PB,10.25,10.25,202301,MDO,Nordestes
Motorista de veículo leve,h,PE,10.25,10.25,202301,MDO,Nordestes
Motorista de veículo leve,h,PI,10.25,10.25,202301,MDO,Nordestes
Motorista de veículo leve,h,RN,10.25,10.25,202301,MDO,Nordestes
Motorista de veículo leve,h,RO,8.69,8.69,202301,MDO,Norte
Motorista de veículo leve,h,RR,8.69,8.69,202301,MDO,Norte
